,pe_ratio,pb_ratio,ps_ratio,pcf_ratio,financial_leverage_ratio,debte_to_quity_ratio,cash_ratio,current_ratio,gross_profit_margin,net_profit_margin,adjusted_profit_to_profit,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_operation_profit_year_on_year,inc_net_profit_year_on_year,RSI,BIAS,PSY,DIF,DEA,MACD,ATR14,HSL,circulating_market_cap,market_cap
000006.XSHE,-0.09709881055061913,0.10555217859060802,-0.15259369136713194,-0.0069655139497403614,-1.0304054309822845,-0.3352892753526881,0.8817865838220825,-0.41109166685739607,1.2825659089812091,-0.04595099609840781,0.38362015112526965,-0.7254117732201011,0.46014356698598835,-0.3360448973440986,-0.1660581848408573,-0.6144223341987483,-0.38963291109664505,-1.4351753758340855,-0.26436431418158507,-0.20088920475636293,-0.2950104014272991,0.5525276560648309,0.4519933790318679,-0.11479354402119087,-0.45266497514379544
000012.XSHE,0.21064203313824434,0.024228234821508023,-0.02200936065592677,-0.5149091624788185,-0.8513278175357518,-0.4444971920034337,-0.906465321505428,1.9823799390444516,-0.5799461660153136,0.4170613369208165,-0.4233262525532008,0.32110384282494614,0.2333978875278921,1.079783973075055,0.042159529985390805,1.1162198878387046,2.8623162747908655,-0.1919758818225078,0.5392101679801813,0.4131007807440091,0.569245629043904,0.4917340127647304,1.416163753009088,0.947998109358744,2.449944212568385
000021.XSHE,0.023253164411637852,-0.8021210204117792,-1.3298413997287326,-0.4227183119726618,1.192674172611743,-0.34378230633705237,-3.1766961122135067,0.8916633847198638,-1.2477779669747855,-0.6692075095997668,6.596240027390885,-0.5561561400002161,-0.5333966545527422,-0.08465451897171761,-0.08878887422669743,-0.7379350324998656,-0.3715840764757044,-0.39312109829045494,-0.03526774389950596,-0.03242028219355416,0.04792741857320201,-0.9556766697715259,-1.227795157234847,1.0422726751839735,0.035235373253183606
000030.XSHE,-0.24594405529852442,-0.3097493525741062,0.02766544581139852,-0.022643098165822547,-0.8490780801224753,-0.014844101713963644,-0.01236199169441249,-0.5345323910814167,0.002175481732618112,0.23623320545126664,0.06645867525328494,-0.325057289725014,-0.42363259888677485,-0.04277522797462671,0.009879517331874478,0.5761213784486484,0.29232503775658497,-0.5877465338760026,0.8753347495016427,0.8802819722437424,0.472145847278666,-0.9583946632122196,-0.32000819734124064,-1.5991064115229812,-0.5848859481212656
000031.XSHE,-0.20578478982761547,0.14023192924127517,-0.5831208312526501,0.03682252404211187,0.8147514435220051,1.1663570290318275,0.8083265073070561,-0.16532282224210323,-0.44772337557903585,0.21936063048048796,0.08723715041862586,0.2940008692543053,2.8749777635727165,5.446341856961088,2.859236962819705,-0.758086895984198,0.15869190182744117,0.23919455936170247,-0.5125329710704793,-0.7501540850162742,0.29774249458229185,0.16884952029499808,-0.2669106495957051,1.6480494772944598,1.1036323176887624
000049.XSHE,0.023686550656085475,2.3625732365008707,-0.5375029810244959,0.09727196568899134,1.4782570373529298,-0.6428898512361588,-0.04721826543990654,0.477715196006275,-0.8876152372127092,-0.27432526613489305,0.017163333090184203,0.1267598615513925,0.18154105548324082,-0.02844435357039848,-0.034370815989161044,0.5927972216397357,-0.18755422730519175,-0.11066821391879941,-2.9003715107473633,-2.6512078785314235,-2.187470302250415,2.845960433410488,0.7268893171315076,-0.29114101633919387,-0.6537233255071461
000050.XSHE,-0.29561756876274536,-0.9970776416794227,-1.2393935824610107,-0.4808412776347119,-0.09204045444315287,0.8229770043413381,0.08714065616208191,0.16417154784603055,-0.5941094502093096,-0.5523187967326029,-0.7854538148731521,5.511263860262322,0.5417258966573846,-0.09580920517507081,-0.07939308459713101,-0.60045302406338,0.9139481648145502,-0.37383985996451247,-0.6190295344678379,-0.9189473853275704,0.46011764589086146,0.08280476940396432,-0.8097926380912205,1.372246258987471,2.2049921033550657
000062.XSHE,-0.03542964172898501,1.2053666770621774,1.2342670507739988,-0.2690112920167006,-0.3435657060601246,0.26744376390563507,0.12147885364944003,-0.023217553787694713,1.2668323803898196,0.5767065285779732,-0.541276707939751,-0.0983429765489604,-1.1998851165143054,-0.03336347642691432,-0.062458545430674875,-1.3914966077150197,-0.28937993185614724,-0.07766664508844602,-1.9865953190013466,-2.3241259127394187,-0.17862308464489302,1.0905830779178658,-1.1915808127072622,1.9327538561122712,1.171258630315644
000078.XSHE,-0.07694825970097834,0.761117074252937,-0.9640105987130395,1.527687340619574,3.873826538614755,-0.36340637735090103,0.14219566437364367,0.8063327519376726,-2.1586455003562626,-0.039297169531907775,-0.44412109926695215,-0.42171371255258744,-0.04741494551195058,0.9932058756471016,0.8566510065049399,0.8565456279710747,-0.0729164695462585,-0.6296583530602877,1.277175750693163,1.3716525590702715,0.49897033962669757,-0.8703608979421295,1.6983575587507933,0.5764888351513616,-0.23451990535714123
000088.XSHE,-0.0037121900723402416,0.21808191251315262,4.577811697315781,0.22378490914288468,-0.9681323497526514,-0.682951922421049,0.010510878493976347,-1.5642588440725422,2.4058171660829237,5.213356152014617,0.015555717471291449,1.838506564751533,-0.6915849629281763,0.010112737406177148,0.056069142657157504,0.4254268241087604,0.03826800463176655,0.0023384472408653776,0.45344906207571084,0.6246627142196913,-0.1787272590876528,-0.22965918949536157,-0.7416878799166167,0.547769216495509,-0.43178554895288646
000090.XSHE,-0.1371910648262525,0.22739520396060636,-0.3946075156391645,0.1579615096135096,-0.7395709691658069,-2.1821824484461203,0.6856822760777218,0.5540880993215379,-0.590208492340607,-0.28343073190936363,0.38678214935584665,-0.3062800793866065,-0.8790326225241026,-0.28862458549295344,-0.15296250631401795,-0.18610793349490162,0.4186942437444339,-0.6713084872945356,0.32690834655842,0.21126896706136544,0.47286427644268847,-0.40120785983393814,0.08939799486023994,-1.117262866741094,-0.40875252671775875
000099.XSHE,0.14251738984711132,0.552311356692731,0.4067162127351182,-0.30987705994557757,-0.22139444488940796,0.14616923669165494,0.023780736216344016,-0.5896763019604926,1.477531473456134,0.3585232937324183,0.34110105576516897,0.3321447577084253,-0.16219812171403514,0.019387940449476542,0.0032380717844261797,0.9252588694427002,-0.30039635496663086,0.8693845949407755,-0.8191440752343842,-0.7622101175586183,-0.5541931776850882,1.220851394060723,0.7202907618895458,-0.6807979224697852,-1.4155900215002937
