,pe_ratio,pb_ratio,ps_ratio,pcf_ratio,financial_leverage_ratio,debte_to_quity_ratio,cash_ratio,current_ratio,gross_profit_margin,net_profit_margin,adjusted_profit_to_profit,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_operation_profit_year_on_year,inc_net_profit_year_on_year,RSI,BIAS,PSY,DIF,DEA,MACD,ATR14,HSL,circulating_market_cap,market_cap
000006.XSHE,10.2179,1.1320000000000001,2.9265,3.0046,2.1146433484828027,0.2732604698719615,1.706736873688885,0.5145125603007358,39.27,27.98,97.98,-242.78,-14.75,-55.29,-59.62,43.14175176204459,-2.236951118475552,35.0,-0.05469777011953347,-0.03954228530589645,-0.030310969627274045,0.040000000000000036,0.3212673546204003,71.2979,71.4147
000008.XSHE,30.7682,1.3705,3.7674,-341.8689,1.4174152137223337,0.03815932478003647,4.537223175945482,0.49443335153787354,53.07,3.45,88.62,-3113.32,47.71,8.05,2.73,41.98504747556747,-1.3833721408026296,40.0,-0.06787123721225141,-0.07515435867333425,0.014566242922165684,0.03000000000000025,0.31026532797875356,93.3769,100.3867
000009.XSHE,49.3417,2.2821,1.0072,9.1749,2.9128117237307327,0.7394366572646863,2.62774926574063,0.6025213960458843,35.77,8.3,-7.9,262.53,10.63,157.7,134.78,48.71006737043954,0.8147745790331263,50.0,-0.01317483517357143,-0.050163788447411796,0.07397790654768073,0.1900000000000004,0.817716936636958,119.0516,120.7072
000012.XSHE,30.6606,1.4125,1.2794,-69.3404,1.984893850777201,0.35743774871368655,2.71582884569624,1.1985342332883326,23.06,6.12,62.47,123.44,-15.47,-11.53,-14.52,49.42980230016538,0.2577319587628811,65.0,-0.000887599221354396,-0.007932146436544258,0.014089094430379725,0.03000000000000025,0.24568638979693472,82.07700000000001,130.5442
000021.XSHE,21.8888,1.8735,0.7647,-47.0937,2.4008972695200637,0.025419706775788246,7.861653991273751,0.8924243260224181,5.97,3.08,3.21,-16.18,-9.05,24.77,23.13,51.577323304893866,2.874235921446199,65.0,-0.037981702967972986,-0.106466798856733,0.13697019177752004,0.16000000000000014,1.221477844952192,119.8995,120.0548
000025.XSHE,93.1112,7.7437,18.7316,-176.2363,1.4560354415881793,0.00892935967450773,6.583074801730015,0.72151479546629,23.76,14.17,88.17,25.92,29.72,18.43,11.44,39.8511892097173,-2.725024854062035,40.0,-0.48112775319449597,-0.42187449111029846,-0.11850652416839502,0.379999999999999,0.5782893006925637,75.3742,82.7201
000027.XSHE,23.4796,0.9941,1.2432,13.8931,2.975129308543769,1.2082755846281767,2.7908221765533385,1.0766066795215272,28.14,10.24,70.48,496.85,8.78,362.23,578.5,44.41046774017819,-1.589375136076647,40.0,-0.04879567616346936,-0.026184115031938498,-0.04522312226306172,0.040000000000000036,0.117161378359708,234.3015,234.3015
000028.XSHE,14.5853,1.4907,0.3971,4.4038,2.1645557108583673,0.01912972730212149,2.3864533723384045,0.6196349967658072,10.96,2.9,99.09,-222.12,15.82,11.19,10.16,46.95721709693256,-1.2643982523500643,45.0,-0.29157508466424176,-0.16624745872032115,-0.2506552518878412,0.34999999999999787,0.2628626607951915,127.7139,177.6727
000031.XSHE,17.0183,1.6779,1.5762,2.4413,4.436297637804688,1.581997047116335,2.706113939041915,0.6054732618961027,54.59,21.44,94.02,9.85,77.99,18.21,3.15,64.53771427750831,6.785659332204952,55.00000000000001,0.25732320179715007,0.13808948801066032,0.2384674275729795,0.1900000000000004,1.040667235188675,129.6812,280.6997
000039.XSHE,11.1021,1.0596,0.3972,30.9433,2.997437260885731,0.6029121755198443,7.387829806938512,0.8929180741774074,13.48,2.68,81.7,-107.92,-0.8,-13.38,-12.37,48.143575663933916,-1.078705553335981,45.0,-0.04571337103203277,-0.015687527806213346,-0.060051686451638844,0.08000000000000007,0.2813438432297396,157.4984,370.7919
000060.XSHE,17.8456,1.4772,0.8038,170.0528,1.8410482355401416,0.21331129630728848,3.2022544074473975,0.863225037644695,12.55,6.45,76.42,11.67,-14.38,-27.78,-15.56,40.85436142423985,-1.5550385698543,60.0,-0.10241048343733539,-0.10303240395977464,0.001243841044878513,0.07000000000000028,0.40784873526911414,155.2178,155.2813
000061.XSHE,101.1243,1.8403,3.8392,-36.7712,2.856552957695343,0.7443329389965536,4.201267260781106,1.946786271023477,34.06,10.25,76.14,456.68,15.92,111.67,286.02,48.97430093670429,1.1355915752693302,45.0,-0.05169113122850444,-0.06951309032129385,0.03564391818557883,0.16999999999999993,0.44975259549554075,91.5527,91.6361
000062.XSHE,20.7517,2.908,1.1391,64.3095,1.9243235424822254,0.2100535432111639,2.3543221218642936,0.6145343204944738,13.31,5.3,94.18,336.19,17.94,-9.15,-10.05,47.22000970146244,0.8077810748433809,45.0,-0.09493227379731373,-0.22365335523990032,0.2574421628851732,0.2400000000000002,0.2774264925744545,138.7289,138.8968
000066.XSHE,31.3965,4.4246,2.7864,126.1129,2.3126560308065476,0.34761794120756245,2.5631092960592943,0.7077159201789921,20.82,3.01,-78.53,794.11,-0.49,-58.57,-66.45,49.551439224815695,0.03756775613158319,45.0,0.03478037620972252,0.004080777915668572,0.06139919658810789,0.25,1.4632512035110283,236.3691,278.6421
000078.XSHE,23.8336,1.4565,0.2365,-18.7021,4.997803320493599,0.4985671094868163,14.012586229566105,0.8724383087243663,11.73,1.92,94.22,24.08,14.58,-1.65,-6.69,44.38697771144739,-0.6864320140207606,60.0,-0.07200497434743491,-0.08623944015771963,0.028468931620569432,0.029999999999999805,0.3261264994468979,89.1467,93.9278
000089.XSHE,28.0003,1.6201,5.2216,41.5656,1.1569591015088554,0.00040137508110792136,2.3701683054354703,0.4310892228199634,28.66,19.21,98.22,15.57,7.67,9.03,9.05,60.69052907485997,3.428892636312532,55.00000000000001,0.14589335740088138,0.0915878823417301,0.10861095011830257,0.16999999999999993,0.6700527748094192,191.3368,191.3368
000090.XSHE,13.3455,1.4968,1.0007,8.2251,3.59806354570054,0.9527222953403193,2.757230822717549,0.5217090789086539,21.14,4.74,93.27,-11.57,34.05,29.14,19.89,64.39184449342848,3.734925652733861,45.0,0.17206404187981228,0.13525627856653377,0.07361552662655702,0.07000000000000028,0.4859895521290051,105.5655,105.5728
000156.XSHE,20.4556,1.3936,4.2563,19.1151,1.3721174880444373,0.13198366871921327,1.2423344453810716,0.28866009819592675,37.99,28.11,58.96,115.54,5.87,64.71,46.97,45.81377007698445,0.6366581034290225,50.0,-0.1443428909614326,-0.2016903640852894,0.11469494624771359,0.129999999999999,0.2157549059323021,134.0469,150.0719
000158.XSHE,45.8988,1.4759,0.8931,-39.6104,2.253331467079374,0.29386226162414636,7.653287992201463,0.7306910501336141,6.84,-0.77,583.21,933.22,14.58,38.64,28.76,47.49745635009221,0.9226134437959024,35.0,-0.08163326563868178,-0.11480741758498056,0.06634830389259755,0.13999999999999968,0.5610474658596266,87.055,88.5941
000301.XSHE,25.2229,1.6113,1.1083,26.7655,1.779879888386814,0.158973523345316,4.733869000025355,1.0631169105846217,11.35,7.25,76.62,306.01,20.97,4.84,-1.35,42.93320255034471,-1.3286440015631034,35.0,-0.07123368407213437,-0.054389539353094374,-0.03368828943808,0.0600000000000005,0.3416528882453521,64.3229,212.734
000400.XSHE,44.1892,1.1198,1.0428,-36.3142,1.7084444267444066,0.003175574169177313,8.988695536183302,0.49156876123716925,22.12,2.74,82.87,-876.09,15.39,9.54,15.54,40.38316667135231,-2.1108791463697765,50.0,-0.18391639627263778,-0.15625901905848383,-0.05531475442830791,0.08999999999999986,0.32183511850569746,87.1074,87.1195
000401.XSHE,10.7924,2.0552,0.7014,16.2084,2.3529141473091943,0.30886840844795416,4.036403043352441,1.3081967453292054,33.01,2.15,63.94,-1290.44,47.74,120.0,115.22,44.87957441033085,-5.957129422447049,45.0,-0.14047302747577106,0.1301722698488784,-0.541290594649299,0.5199999999999996,1.7439469533741798,227.6798,227.7314
000426.XSHE,-30.3005,1.89,4.4067,-31.6923,1.7454800740406171,0.3606760306983471,194.95851949848176,3.0598150945362295,51.19,-16.9,73.41,-605.55,-60.46,-112.48,-123.77,44.5978718818456,-1.5136999425177358,50.0,-0.060073171148273374,-0.04451673196553141,-0.03111287836548393,0.05999999999999961,0.5333589097821831,68.5092,96.2278
000488.XSHE,8.7522,0.8742,0.556,23.9201,4.0838855248524455,0.6885239185224517,21.896091143028038,1.2608587171904004,23.03,0.63,-61.88,16303.85,-14.94,-97.61,-95.02,44.5871572842617,-1.4617193090054243,35.0,-0.055625686190635015,-0.05104729763620422,-0.009156777108861591,0.040000000000000036,0.4467043790166383,88.2058,154.5252
000501.XSHE,7.4997,0.9299,0.4513,9.3069,2.636298217730793,0.21335356596660593,4.545404972754794,1.8560200340698203,20.71,6.21,99.09,87.84,-1.81,5.32,3.61,45.121415948804014,-0.7814469372321711,45.0,-0.13422583402910426,-0.12288047798870066,-0.022690712080807196,0.13000000000000078,0.25628468903193213,79.4652,79.5138
000513.XSHE,21.0979,2.1568,2.6145,-189.9247,1.3613424950378523,0.02606620949742764,0.5539600713863396,0.355070136482004,64.99,16.9,83.64,107.56,10.06,20.67,20.15,53.21276791526021,-1.2010676156583455,45.0,0.28791735618822045,0.48383024744564196,-0.391825782514843,0.41000000000000014,0.5459056865312939,151.5774,237.8971
000519.XSHE,33.4299,1.4103,2.1985,15.6241,1.3060564641168135,0.055723609092510534,0.6451171360474621,0.2936770044189215,21.59,6.89,93.4,63.73,15.23,-14.26,-14.47,54.03882869257688,1.08440611326019,45.0,0.06189641444483307,0.06609359274924663,-0.00839435660882712,0.1299999999999999,1.6056932571552611,74.9849,111.9617
000528.XSHE,12.4161,1.0237,0.5408,126.94200000000001,2.784123744132809,0.48245532256957885,3.252466988427988,0.6640486661526994,23.18,6.52,96.03,147.18,8.78,0.45,4.61,50.592368983490424,0.9520682862770817,50.0,0.054458001246031174,0.008546939475796237,0.09182212354046987,0.1299999999999999,1.102675570813552,99.0196,99.9327
000536.XSHE,-1.6343,1.1962,2.255,-2.5476,2.496334398201974,0.29470320464888133,7.332592258147644,1.5781167675854506,-19.6,-95.37,104.91,56.06,-65.75,-102.58,-158.74,48.81923241458354,-7.040121120363346,45.0,0.17185032497290154,0.2229656781986265,-0.10223070645144994,0.29000000000000004,6.4403424047141336,61.5026,84.9172
