,pe_ratio,pb_ratio,ps_ratio,pcf_ratio,financial_leverage_ratio,debte_to_quity_ratio,cash_ratio,current_ratio,gross_profit_margin,net_profit_margin,adjusted_profit_to_profit,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_operation_profit_year_on_year,inc_net_profit_year_on_year,RSI,BIAS,PSY,DIF,DEA,MACD,ATR14,HSL,circulating_market_cap,market_cap
000006.XSHE,52.2145,3.0573,5.3252,12.0171,3.134892134314627,0.9597370630174793,15.799611161143943,0.45333354330960157,37.46,4.96,101.63,1834.24,-2.06,-17.68,-28.48,55.91053218951465,-1.5151515151515218,55.00000000000001,0.28717750991703994,0.4067853958031882,-0.23921577177229647,0.2999999999999998,1.6946149112548812,132.3629,132.8395
000008.XSHE,88.1913,4.659,17.575,25.8718,1.2231772749703387,0.00969595313766156,4.014330257741699,0.33070029007707885,54.01,45.27,33.67,-69.89,48.02,616.93,592.06,50.96807979280925,2.205258693808333,50.0,0.24049884184404569,0.03717564182223881,0.40664640004361374,0.3000000000000007,1.1987639155810386,146.6536,270.5313
000012.XSHE,25.5252,3.0322,2.8144,190.7637,2.054780134555462,0.3303906861478375,-57.639488632983195,2.815038428565037,27.93,11.04,89.33,205.38,11.68,40.43,34.51,51.087994839387974,1.1678626706064594,60.0,0.034086844468694366,-0.016088499699222512,0.10035068833583376,0.11000000000000032,0.8308880042106759,151.6636,241.3615
000021.XSHE,44.9687,2.8792,1.0505,31.6526,1.9173063807428246,0.023213120406406926,27.759478618986655,0.79381184202345,5.7,2.27,25.11,188.52,-7.78,1112.7,4785.36,45.842721042449384,-1.8629243464940575,45.0,0.003243466049665855,0.01740321691300853,-0.028319501726685348,0.2400000000000002,0.8900875061663059,154.4775,154.6294
000028.XSHE,29.0049,4.3504,0.9517,24.3539,2.4168113965791473,0.03717540285364382,133.3132952729059,0.6500478519240136,6.65,2.55,96.34,17.13,6.79,-3.71,-2.7,58.582150459133366,1.6169942929613241,60.0,0.37592708672084285,0.46639605771796594,-0.18093794199424618,1.4299999999999997,0.5555697218025555,169.7913,263.9598
000030.XSHE,18.1977,2.3925,2.2512,-165.0794,1.5447486718430732,0.14870154834280008,120.06816500478136,0.5504873756095437,16.8,10.87,93.22,687.01,62.65,81.42,99.38,56.59910068510605,1.621621621621613,60.0,0.05189327231052143,0.10245446995062336,-0.10112239528020386,0.16999999999999993,1.4349233762967566,115.7433,120.0137
000031.XSHE,58.5829,3.031,0.9811,7.5087,5.86358626903885,2.186593591936779,11.69300313245816,0.512748451753396,16.46,1.15,137.59,1849.55,5.42,-77.59,-89.18,39.61419933390295,-2.0195734570345607,40.0,-0.1550642568742404,-0.17892200021656218,0.04771548668464354,0.14000000000000057,0.6141134152198343,166.8625,166.8633
000049.XSHE,47.2836,8.7203,1.1405,-758.7454,3.250693306092972,0.00037701296203207794,30.965726419348226,0.8046245756693869,8.9,3.2,97.38,79.64,12.44,4.05,-2.55,54.89362287999015,1.5795099164720354,50.0,0.8899640099687325,0.8023457372984781,0.1752365453405087,0.6999999999999993,2.169125374241625,90.102,90.102
000062.XSHE,44.2951,4.9138,3.7669,222.1633,1.6540359068821568,0.11623353442079931,11.08675922978974,0.6434986662705765,17.68,8.82,95.02,28.18,419.49,122.88,150.51,55.47145544988092,2.4631177970752316,55.00000000000001,0.3071046036203846,0.12769573584860272,0.3588177355435638,0.629999999999999,0.5525185343398046,172.94,187.0374
000066.XSHE,118.2766,5.7564,0.2176,-63.1771,4.455849268139919,0.44493148881659017,181.05960335736245,0.8624853640768106,8.38,0.76,80.59,536.65,-5.33,327.64,184.37,44.86113998505562,-2.5322503583373233,50.0,-0.008341094442027241,0.02197146080238704,-0.060625110488828564,0.4299999999999997,1.5830827991957868,153.2694,153.2722
