,pe_ratio,pb_ratio,ps_ratio,pcf_ratio,financial_leverage_ratio,debte_to_quity_ratio,cash_ratio,current_ratio,gross_profit_margin,net_profit_margin,adjusted_profit_to_profit,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_operation_profit_year_on_year,inc_net_profit_year_on_year,RSI,BIAS,PSY,DIF,DEA,MACD,ATR14,HSL,circulating_market_cap,market_cap
000006.XSHE,26.8863,2.5506,3.0662,23.5101,2.826062225113793,0.8787276147206767,6.978946623166235,0.406697103720435,32.88,11.21,99.39,284.39,-19.66,-45.04,-44.83,48.19612824720944,-0.5426298966773108,40.0,-0.05409458094590214,-0.0848715966886964,0.06155403148558852,0.11000000000000032,1.46838239365412,111.2421,112.0496
000012.XSHE,36.1417,2.8675,3.0386,54.0304,1.966336163503229,0.3291864609677755,12.54470570573621,2.302125316155456,24.55,11.24,72.16,317.06,8.35,1384.85,212.34,52.201893812093914,3.6720481164925642,50.0,0.009380169791330495,-0.02460023023560226,0.06796080005386551,0.2400000000000002,2.091142594068406,141.88299999999998,225.7965
000021.XSHE,75.1672,2.6095,0.884,39.1935,2.754205473090028,0.026352876404520904,9.393449381217566,0.8580114339165165,5.32,0.97,78.82,392.2,-6.72,-69.53,36.9,53.38619163626084,5.899596921949416,45.0,0.15401827129007728,-0.047738819854494116,0.4035141822891428,0.27999999999999936,2.4967173371517237,135.6639,135.7972
000028.XSHE,30.38,4.2412,0.8898,32.3471,2.3746355553732323,0.058537811549682295,13.12780454507296,0.6535285390211325,8.04,3.1,84.67,374.6,4.19,9.32,29.0,51.76305216818097,4.682873160968633,50.0,0.4928006316120772,-0.3975614981529879,1.7807242595301302,1.0300000000000011,1.1068519865566337,148.7744,231.2867
000030.XSHE,19.0626,2.1505,2.2505,15.1009,1.4834845677465032,0.14907913947294918,8.517006093660221,0.4905187243441424,18.49,8.87,94.59,-406.12,-28.15,-54.73,-51.5,52.65905160716603,5.668120030777136,60.0,0.044696538549114706,-0.039524536562778906,0.16844215022378722,0.20999999999999996,0.5894567615718151,94.2909,97.7698
000031.XSHE,27.6905,3.3432,1.4806,9.8832,4.459485735207864,1.3877863473271794,-8.647314763390417,0.5346468535292658,29.55,5.48,89.37,-867.02,25.28,-55.15,-43.45,49.13752583086136,-0.2076993672414419,50.0,-0.012017874396873296,-0.05032036914051924,0.07660498948729189,0.2699999999999996,1.831954135850971,199.872,199.8732
000049.XSHE,34.1087,8.4357,0.9309999999999999,47.7642,2.8406790115409137,0.019495415233732407,77.44551791714817,0.7229491869592783,8.14,2.89,92.39,417.58,0.44,-42.94,-38.86,48.96630516461582,3.5813953488372077,55.00000000000001,-0.004546893566125476,-0.5164452015763024,1.0237966160203538,0.639999999999997,4.519382705844111,78.5263,78.5263
000050.XSHE,47.8168,2.002,2.5188,4.0656,1.632559379274409,0.1702315879719055,1.296550229992615,0.5459453526775344,14.49,8.13,-6.08,-24867.16,-2.03,91.25,-25.15,60.40226477950008,16.19126185867942,55.00000000000001,0.5094674116716824,0.028815962335298914,0.961302898672767,1.6999999999999993,5.898000312068952,178.5263,265.228
000062.XSHE,53.8904,5.6162,9.9526,33.1633,1.6804727732774294,0.17908491299374296,4.308917730951433,0.6157395320982667,23.64,13.51,55.63,109.64,228.31,141.69,227.87,54.5343051916799,7.954545454545464,55.00000000000001,0.5799287137533362,0.09243131263741944,0.9749948022318335,0.9199999999999982,2.629563423724635,187.146,202.4015
000066.XSHE,-523.2519,7.2047,0.2559,98.8382,5.022080871469305,0.5558613091648826,32.63753871596313,0.8944358382931096,9.21,-0.73,331.96,-297.36,-5.85,-179.72,-163.93,41.20273271252854,-11.769451705553948,45.0,-1.8682691088393906,-1.263435640016213,-1.2096669376463551,0.8099999999999987,3.6229389783008754,186.6234,186.6267
000078.XSHE,38.5195,6.7439,1.1417,717.7106,5.602856378741161,0.00924075680558484,85.68374631167869,0.9069511235577842,13.22,10.87,15.1,-370.8,12.09,1187.99,1705.3,50.12239733239474,3.487064116985371,40.0,0.01972822840503685,-0.08688640774582465,0.213229272301723,0.17999999999999972,2.1343438687985268,119.8459,123.4123
000088.XSHE,32.3108,2.543,55.8893,76.7875,1.2739296271733727,0.22020552056639367,2.8235327741219733,0.19766304298117715,58.18,445.16,54.72,1854.93,-23.87,-8.71,112.93,54.46931941716614,3.228923423786132,45.0,0.09228421890481098,0.039181044353415025,0.1062063491027919,0.3100000000000005,1.3000734053541296,140.0287,140.0326
000090.XSHE,30.6948,1.9565,1.9081,5.7859,2.670777339839788,0.25823891379630226,3.5509181723810475,0.6449395409183143,21.05,5.35,94.81,-914.1,-1.09,-58.99,-53.0,52.95178276674506,4.128856624319428,40.0,0.06885631883979126,0.006236693300857077,0.12523925107786837,0.1200000000000001,2.255523321370738,77.8515,120.5486
000099.XSHE,50.4786,3.0739,6.6323,213.90099999999998,1.763156716922994,0.4924180220495179,4.856259307837037,0.5342032267916451,30.41,7.12,96.03,1301.29,-4.27,-48.8,-25.22,65.09377048550866,20.527138708956905,55.00000000000001,0.921917612912944,0.2611672406354503,1.3215007445549873,0.8699999999999992,5.126033209144245,85.5165,85.5165
