,pe_ratio,pb_ratio,ps_ratio,pcf_ratio,financial_leverage_ratio,debte_to_quity_ratio,cash_ratio,current_ratio,gross_profit_margin,net_profit_margin,adjusted_profit_to_profit,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_operation_profit_year_on_year,inc_net_profit_year_on_year,RSI,BIAS,PSY,DIF,DEA,MACD,ATR14,HSL,circulating_market_cap,market_cap
000006.XSHE,7.936,0.9461,1.6356,-6.2621,2.0968998640847434,0.5672996921817484,1.735148696684404,0.3207040912052665,47.82,21.56,105.88,-141.03,57.73,44.62,21.55,49.606128670082114,-1.0951008645533213,35.0,-0.01046840795807924,0.017250980355578916,-0.05543877662731631,0.11000000000000032,0.577218644524932,64.8536,64.9348
000008.XSHE,26.4434,1.1314,2.7434,21.2168,1.6092429529378045,0.029799887000477993,4.281840128986866,0.6681791587485237,42.37,-90.28,101.23,251.69,-61.35,-676.52,-1112.54,41.4070850470383,-2.207686017988549,30.0,-0.07889444228954678,-0.0668310569370037,-0.024126770705086176,0.04999999999999982,0.46039278440467357,79.6924,83.1458
000009.XSHE,64.6589,3.2003,1.5634,43.6484,2.8085988676582967,0.5542248902634868,2.696459672526295,0.6784674405706254,36.17,7.08,-121.2,173.74,-27.62,-26.75,-38.55,52.32337108084023,-0.3714223290364879,60.0,0.04618233053277443,0.09992356224783991,-0.10748246343013096,0.3100000000000005,2.4388352300477836,175.5247,177.9658
000012.XSHE,27.433000000000003,1.4719,1.4166,8.7037,2.0290307697007925,0.4081182459678389,1.6131894932519697,0.9126907928598041,29.46,6.46,91.49,-8.21,-21.99,-7.69,-17.62,48.05013703668166,-0.7875866933113926,60.0,-0.0033892487066289334,-0.013588551023618008,0.02039860463397815,0.04999999999999982,0.5281303259556585,89.0773,141.4229
000021.XSHE,100.655,4.7581,2.5662,-105.6715,2.620503837583623,0.03126666607505058,13.763413864186818,0.941249319573238,9.74,3.12,129.95,121.46,-8.74,-3.05,-8.22,54.57081583798361,1.0892236384704495,60.0,1.0047801971124173,1.1554134521786956,-0.3012665101325567,0.7399999999999984,2.6599868033193736,330.7455,331.1805
000025.XSHE,36.7792,5.9617,14.1647,20.3736,1.2170280882755338,0.004675736603846679,0.6334625898811765,0.428780516109692,13.53,5.81,50.26,693.29,-28.42,-71.95,-70.66,44.41859162631138,-0.6831912370843302,55.00000000000001,-0.28430463489601365,-0.297511382452472,0.026413495112916685,0.2099999999999973,0.4521896727904941,69.3254,76.0818
000027.XSHE,14.1313,0.9151,1.0674,3.0611,3.182536926372926,1.1525061157260568,2.234339086617483,1.230262024807487,26.72,6.63,100.88,353.48,-9.81,-29.97,-41.57,55.21349139388584,1.335900830424827,45.0,0.002952398356224961,-0.005166520550086906,0.016237837812623734,0.08000000000000007,0.24791062761836394,218.047,218.047
000028.XSHE,14.1418,1.3215,0.3269,172.0503,2.33655148149744,0.1218841066159907,2.764763587842605,0.6717019974623554,11.33,2.3,97.16,-205.04,6.23,-12.3,-14.41,46.50242592283353,-0.19801980198020144,45.0,-0.5315637886108462,-0.47237155292453625,-0.11838447137261987,1.3399999999999999,0.7709403783785069,148.2702,172.6208
000031.XSHE,15.2012,1.0887,0.6813,2.8465,4.491216112417981,1.5457190747394167,2.506599841869616,0.586308927414262,43.68,8.46,104.03,-266.55,-35.16,-63.52,-74.26,34.08510987786742,-4.436860068259388,30.0,-0.15155907715000794,-0.12369514147936281,-0.05572787134129026,0.04999999999999982,0.3087166083057322,88.8724,210.0294
000039.XSHE,50.9197,0.7268,0.3053,25.8804,3.223835637514481,0.8838898881524724,6.52454470150271,0.7772884763178274,10.54,-4.32,84.08,300.21,-17.0,-193.94,-233.81,34.85337037408435,-2.845246356696743,30.0,-0.14837544174253203,-0.1269068898349509,-0.04293710381516225,0.20999999999999996,1.2973137452824717,107.2309,252.1011
