,pe_ratio,pb_ratio,ps_ratio,pcf_ratio,financial_leverage_ratio,debte_to_quity_ratio,cash_ratio,current_ratio,gross_profit_margin,net_profit_margin,adjusted_profit_to_profit,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_operation_profit_year_on_year,inc_net_profit_year_on_year,RSI,BIAS,PSY,DIF,DEA,MACD,ATR14,HSL,circulating_market_cap,market_cap
000006.XSHE,9.4692,1.5981,4.1094,-3.7376,1.8573688070001688,0.20316152199511747,4.398532631869974,0.47013624966692275,22.96,59.06,99.89,-329.5,-58.47,95.46,154.42,40.51487748941552,-5.638852672750993,50.0,-0.10674506974491038,-0.047320426405325106,-0.11884928667917055,0.16999999999999993,0.847332134611187,93.4349,93.5547
000009.XSHE,91.2511,2.4573,1.5729,11.2537,2.7433157127690895,0.6113594124561933,3.4506054773345265,0.611163833913869,39.26,3.92,291.68,50.13,59.55,13.27,-10.18,39.58076485714728,-4.95409141358085,40.0,-0.07725536645735698,-0.0207061263456395,-0.11309848022343495,0.09000000000000075,0.3710930393485966,121.4682,123.1575
000012.XSHE,20.7053,1.9469,1.5028,10.3145,2.185173406263832,0.3519775032209259,3.113399247713049,1.441727283353521,24.58,6.05,95.96,33.52,15.08,1.73,-9.77,35.443980995931646,-5.049129292732758,50.0,-0.12259245062916158,-0.0858801908050933,-0.07342451964813654,0.10999999999999943,0.33768441557086604,102.4962,168.6736
000021.XSHE,23.107,2.0145,0.7986,-23.6169,2.5830300670473605,0.04265421696679732,6.544361522344096,0.9147990010666986,4.71,2.28,3.71,127.39,15.83,20.62,-25.18,38.500410428558396,-6.101548522425807,30.0,-0.2924936710549124,-0.16190834434081647,-0.2611706534281919,0.14999999999999947,0.6878614946603205,117.6991,117.8479
000025.XSHE,131.7264,10.5543,28.8576,264.8322,1.3887719294633538,0.05267413972885476,2.3633367628483364,0.755063128537447,20.63,16.49,83.68,-211.18,13.5,298.56,318.24,43.4682874534922,-4.519592916099048,40.0,-0.3243015428061824,-0.08720526606758686,-0.4741925534771911,1.1000000000000014,0.8990558974843621,94.1855,103.3648
000027.XSHE,32.7228,1.0829,1.3733,-12.1617,3.188198799575314,1.1948460311828497,3.6954251653153998,1.3823672902391153,19.06,1.64,87.5,595.09,42.22,-29.99,-44.47,50.81223886677451,0.7261653783087302,55.00000000000001,-0.009928507920642815,-0.012610967591809165,0.0053649193423327,0.15000000000000036,0.2187318547115084,228.3547,228.3547
000028.XSHE,20.7757,2.3113,0.5423,64.5297,2.31660566628279,0.027504192743289555,4.726419513943628,0.672271072363308,10.9,3.05,97.35,-293.92,0.33,4.52,6.04,41.60337161615579,-2.9062520501213713,50.0,-1.0358326478335798,-0.8811651898093792,-0.30933491604840113,0.8999999999999986,0.4723943677212211,160.9811,223.9532
000031.XSHE,10.8805,1.67,0.7951,-10.4092,6.759203686023775,1.6746368572891157,6.045483594389399,0.6970275910240816,48.04,15.54,92.72,-537.6,27.06,20.92,49.79,36.78055630769728,-7.42734122712595,35.0,-0.23840689416584038,-0.1422301259977673,-0.19235353633614616,0.2999999999999998,0.631474997296693,115.3528,115.3533
000039.XSHE,19.4519,1.5402,0.5883,24.7703,3.118898383669961,0.836178144951459,6.221920049899041,0.8687139169520106,13.2,3.03,38.3,-244.07,31.19,-13.57,-5.6,47.08418142250545,-0.24770703621876722,70.0,-0.02974663635245367,-0.06543432610480279,0.07137537950469824,0.3100000000000005,0.8064176731513539,202.0618,475.7638
000049.XSHE,20.8924,4.3403,0.4877,-22.7967,3.1289572356077815,0.00016997882148214036,13.573582796258458,0.8345451593501991,7.58,3.15,92.51,224.07,30.13,4.84,4.81,43.16282751090394,-5.844073311472075,50.0,-0.24348464653318302,0.026466189050656307,-0.5399016711676786,0.6099999999999994,1.2018081643007301,64.2618,64.2618
