,pe_ratio,pb_ratio,ps_ratio,pcf_ratio,financial_leverage_ratio,debte_to_quity_ratio,cash_ratio,current_ratio,gross_profit_margin,net_profit_margin,adjusted_profit_to_profit,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_operation_profit_year_on_year,inc_net_profit_year_on_year,RSI,BIAS,PSY,DIF,DEA,MACD,ATR14,HSL,circulating_market_cap,market_cap
000008.XSHE,159.7115,0.9827,2.7030000000000003,22.7996,1.6763275852507147,0.12917154877257145,5.428203619288534,0.7032086237487878,40.91,11.14,56.37,3195.01,-15.97,-26.57,-32.89,33.99971043195485,-3.2933561774224094,25.0,-0.07863966966186542,-0.059391062649804545,-0.03849721402412175,0.03000000000000025,0.3247343375977797,67.6956,70.6322
000009.XSHE,31.223000000000003,2.8707,1.9037,18.4151,2.457945315120273,0.5393206705956899,2.0033737165705396,0.5634430746532181,34.77,16.18,-6.65,352.04,3.47,89.15,147.62,52.30934032033344,3.768356885563859,40.0,0.03861431437040075,-0.061769031325687486,0.20076669139217646,0.25,2.3977236271875615,192.1579,194.2148
000012.XSHE,31.5211,2.2295,2.2047,301.262,1.7185549828209084,0.3299226064270238,2.2951981970978905,0.8877622623584198,32.91,11.4,93.56,166.78,9.76,117.23,98.01,54.06478158844692,3.2661260322892507,50.0,0.1753334695472928,0.15486201517844375,0.04094290873769807,0.2699999999999996,3.321922282765137,144.431,226.6171
000021.XSHE,53.4391,3.8656,2.0401,-127.2944,2.9439243139009417,0.21320460158023194,11.803246671926233,0.8733071324815365,11.18,7.78,30.31,1706.72,-0.01,62.11,77.47,39.61554342275285,-4.379788776144148,50.0,-0.8868686438508355,-0.6358530732825699,-0.5020311411365312,0.8300000000000018,1.1963815230377675,279.2615,279.6864
000027.XSHE,7.4601,1.0601,1.4680000000000002,33.6736,2.724645712989735,0.975949723897083,3.156124192536989,1.2825084340299888,36.25,20.35,93.13,178.61,9.55,54.99,53.55,58.42074240128143,6.392995009886058,50.0,0.20631632141636214,0.08421228131377614,0.24420808020517198,0.14000000000000057,1.2503662523002665,289.725,289.725
000028.XSHE,14.9742,1.4467,0.3533,-22.6114,2.561971483415793,0.13749895903686526,3.5344850970584543,0.7311592671272331,11.06,2.64,100.05,134.03,13.65,18.68,16.32,42.13717585949917,-4.987243261734074,50.0,-1.1987064009987805,-0.680218864838831,-1.036975072319899,1.6899999999999977,1.616470345892356,168.422,196.0822
000031.XSHE,23.9246,0.9769,0.6447,1.5945,4.5116875657922,1.5244522444392847,2.6526023902879525,0.5856132423192022,41.31,8.97,88.34,510.25,38.23,-14.92,-31.77,36.73397772011469,-3.6988400087546607,40.0,-0.14727956145049426,-0.10391886816449257,-0.08672138657200337,0.08000000000000007,0.2694532985882468,79.8017,188.5978
000039.XSHE,33.6081,1.5342,0.6141,7.784,3.1753643153352757,0.9595570810590262,4.736163711429038,0.7312604254687569,15.0,5.04,49.05,779.98,27.54,675.3,920.18,54.21957507468391,0.8747646993688278,55.00000000000001,0.15075189500333508,0.2739582182284948,-0.24641264645031946,0.3100000000000005,1.7082324236569175,229.9873,538.8925
000046.XSHE,-8.4783,0.8333,1.2703,7.1671,4.77591289067212,1.1321643886447033,6.292584982703734,0.7225133955669748,32.79,-4.75,77.31,-140.1,20.22,-82.1,-103.51,29.718279514258516,-10.038398244651676,30.0,-0.23913522897715245,-0.16415008500762654,-0.14997028793905182,0.25,0.618358739741154,169.5786,170.4354
000050.XSHE,35.3012,1.0867,1.2262,-197.9589,2.1821936067692627,0.7178001869242986,3.7248813417455597,0.9710360910634815,17.03,5.64,54.23,917.24,-2.27,8.59,24.61,47.85217983570213,-0.908565011739907,40.0,-0.22461253363136002,-0.1312654646445747,-0.18669413797357065,0.3100000000000005,0.6408439604418539,269.5825,362.272
000060.XSHE,20.4396,1.5282,0.6282,248.3705,1.9092171668167492,0.49366473526683047,1.9069726683118193,0.5658494325625302,7.16,3.43,77.73,37.41,-6.66,45.28,49.93,53.543189345734774,2.4830699774266027,45.0,0.04419894567153104,0.0433768477204702,0.001644195902121684,0.1299999999999999,1.77761706158112,172.0003,172.0588
000061.XSHE,28.4419,2.2307,3.8991,-24.7472,2.6665565445608297,0.7057271646175234,4.76375585530373,2.0247364672779162,35.68,12.72,83.28,309.02,9.16,-5.21,-1.88,51.888152224751785,2.063622141101103,40.0,0.044298057801881896,-0.029380762820057,0.1473576412438778,0.13999999999999968,0.6949622766698004,119.5272,119.63600000000001
000062.XSHE,21.5623,2.3886,0.8174,237.795,1.9560010491841189,0.08139403292183123,4.030543187845897,0.6657928780260735,8.91,4.2,96.27,-298.23,23.8,22.62,23.44,36.74357260812159,-4.961049610496095,40.0,-0.5677475811822585,-0.4019199728296001,-0.33165521670531684,0.2599999999999998,0.3730204674227932,129.9532,130.1111
000078.XSHE,145.6163,1.7091,0.27899999999999997,-38.4113,4.953268763475491,0.08669225215625107,19.473358616244848,0.9294006177731159,12.23,1.29,167.16,-204.42,10.43,-29.02,-50.01,46.07121754595339,-0.938735177865619,40.0,-0.029151585581979056,-0.02634773321167353,-0.00560770474061105,0.040000000000000036,0.48038223696577226,105.1101,110.3084
000089.XSHE,321.4153,1.4156,5.3545,16.1838,1.1850656855631643,0.006121472576346823,1.256452178642814,0.8856062256066013,17.85,10.89,102.39,255.19,-10.61,-49.66,-47.08,43.25172264476282,-1.2630556230264445,35.0,-0.217440165364863,-0.16680492404539776,-0.10127048263893046,0.35999999999999943,1.0305724708334347,167.5479,167.5479
000090.XSHE,4.7001,1.2944,0.598,-2.8339999999999996,4.041978916895369,0.8624495844271832,4.34147519802946,0.6124283299557098,17.67,4.84,96.09,-1041.62,26.16,220.15,1291.26,31.930209689379435,-4.339440694310521,20.0,-0.2610711562983079,-0.23865317796216245,-0.0448359566722909,0.08999999999999986,0.8610624250267995,110.9767,110.9916
000156.XSHE,26.0364,1.5007,3.9629,-49.3115,1.4272715022390576,0.13323138632625092,1.8349861819037574,0.35721641425634204,35.96,15.94,81.01,251.99,12.54,67.0,51.96,33.51915950692673,-4.950257701066765,30.0,-0.3936177941957979,-0.30727222468111776,-0.17269113902936029,0.13999999999999968,0.5475872478320212,109.5933,158.611
000158.XSHE,936.7442,1.6904,1.2249,39.1536,2.3784173350291713,0.39182773451810715,5.439500852720429,0.729471454556757,12.65,1.44,-56.7,863.36,-28.28,232.91,204.49,36.58688110749371,-7.15783168613357,40.0,-0.4009918816178146,-0.299036005681377,-0.20391175187287525,0.14999999999999947,0.7230052300852405,97.556,99.1142
000301.XSHE,69.328,2.6286,2.103,17.2182,2.4762632460162033,0.5643245835572955,2.6821754631057724,1.2773932436516302,7.25,2.81,76.39,728.32,-4.35,-57.71,-55.79,52.648914162166264,-3.004246841084257,50.0,0.046035661904822334,0.3529096408493479,-0.6137479578890511,0.5800000000000001,1.3575086556175995,119.5231,458.3451
000400.XSHE,23.0123,1.7226,1.3148,-131.8982,1.7857051745977168,0.0906196356539678,8.035930056445219,0.4673089921247692,22.32,7.42,94.48,2.1,4.63,43.27,41.78,40.90341213531377,-6.204524407990479,55.00000000000001,-0.2652274171334543,0.0014514525519227356,-0.5333577393707541,0.41000000000000014,1.9921495443671473,145.7959,145.8041
000401.XSHE,8.2802,1.4022,0.5735,-22.2617,2.021079154838948,0.35235430951848346,3.1523507716470323,1.095236237147459,34.58,17.64,97.27,146.04,6.5,7.52,6.99,34.234791215585865,-4.433987528214542,35.0,-0.5534752066784687,-0.4260033394630835,-0.25494373443077045,0.16000000000000014,0.7232926209420039,190.6308,190.6745
