,pe_ratio,pb_ratio,ps_ratio,pcf_ratio,financial_leverage_ratio,debte_to_quity_ratio,cash_ratio,current_ratio,gross_profit_margin,net_profit_margin,adjusted_profit_to_profit,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_operation_profit_year_on_year,inc_net_profit_year_on_year,RSI,BIAS,PSY,DIF,DEA,MACD,ATR14,HSL,circulating_market_cap,market_cap
000006.XSHE,10.6042,1.1748,3.0371,3.1182,2.1146433484828027,0.2732604698719615,1.706736873688885,0.5145125603007358,39.27,27.98,97.98,-242.78,-14.75,-55.29,-59.62,39.5347632513908,-2.1311814607903945,35.0,-0.2152196632234391,-0.22946208685253905,0.028484847258199886,0.0699999999999994,0.3555310981976846,73.9935,74.1147
000008.XSHE,32.4728,1.4464,3.9761,-360.809,1.4174152137223337,0.03815932478003647,4.537223175945482,0.49443335153787354,53.07,3.45,88.62,-3113.32,47.71,8.05,2.73,37.90636057464391,-1.927804373140133,35.0,-0.22089685486159194,-0.2270566367252959,0.012319563727407945,0.10000000000000009,0.650768680184401,98.5501,105.9483
000009.XSHE,50.8705,2.3528,1.0384,9.4592,2.9128117237307327,0.7394366572646863,2.62774926574063,0.6025213960458843,35.77,8.3,-7.9,262.53,10.63,157.7,134.78,46.510953109090316,0.26274303730949633,45.0,-0.12031530563921766,-0.15434069794990268,0.06805078462137004,0.09000000000000075,0.6915568739894614,122.7358,124.4471
000012.XSHE,31.3381,1.4437,1.3077,-70.8725,1.984893850777201,0.35743774871368655,2.71582884569624,1.1985342332883326,23.06,6.12,62.47,123.44,-15.47,-11.53,-14.52,42.08650180741322,0.09028763059462724,40.0,-0.15058951403935916,-0.1771084097011554,0.05303779132359249,0.11000000000000032,0.40506566190237675,82.8204,133.4287
000021.XSHE,24.2762,2.0778,0.8481,-52.2301,2.4008972695200637,0.025419706775788246,7.861653991273751,0.8924243260224181,5.97,3.08,3.21,-16.18,-9.05,24.77,23.13,55.38853185078999,8.712026110971617,60.0,0.1409302038788347,-0.015049146214919935,0.31195870018750926,0.5,4.009280823793011,132.9768,133.149
000025.XSHE,100.4378,8.353,20.2055,-190.1038,1.4560354415881793,0.00892935967450773,6.583074801730015,0.72151479546629,23.76,14.17,88.17,25.92,29.72,18.43,11.44,46.33830139242793,-0.3799888665682494,45.0,-0.42326079213256307,-0.41602358959238184,-0.014474405080362462,0.3200000000000003,0.826347034632665,81.3051,89.2291
000027.XSHE,23.6385,1.0008,1.2516,13.9871,2.975129308543769,1.2082755846281767,2.7908221765533385,1.0766066795215272,28.14,10.24,70.48,496.85,8.78,362.23,578.5,44.51157290822223,-2.132727075890432,45.0,-0.07488673272541391,-0.059399317684356495,-0.030974830082114824,0.07000000000000028,0.10143678960104502,235.8873,235.8873
000028.XSHE,15.0493,1.5381,0.4097,4.5438,2.1645557108583673,0.01912972730212149,2.3864533723384045,0.6196349967658072,10.96,2.9,99.09,-222.12,15.82,11.19,10.16,39.28094637372595,-2.969508797070311,30.0,-0.9292458640213859,-0.8262145864911166,-0.2060625550605386,0.6999999999999993,0.46725406222317223,131.7761,183.324
000031.XSHE,14.6619,1.4455,1.358,2.1033,4.436297637804688,1.581997047116335,2.706113939041915,0.6054732618961027,54.59,21.44,94.02,9.85,77.99,18.21,3.15,42.793260822093586,-7.099580549945624,35.0,-0.14515495379383037,0.005653389225564794,-0.3016166860387903,0.17999999999999972,0.5655285887544509,111.7253,241.8336
000039.XSHE,11.1098,1.0603,0.3975,30.9648,2.997437260885731,0.6029121755198443,7.387829806938512,0.8929180741774074,13.48,2.68,81.7,-107.92,-0.8,-13.38,-12.37,38.614001721138294,-2.0610057708161436,40.0,-0.2405350301409923,-0.24053264833364713,-4.763614690372897e-06,0.16999999999999993,0.515641809347562,157.5841,371.0493
000049.XSHE,13.472000000000001,2.9149,0.2987,23.3686,3.0700736371346244,0.14948644699017324,8.56651198821993,0.7458932144888298,7.36,2.59,94.48,258.9,16.2,-7.42,-4.53,33.341580906220194,-3.102988768322868,40.0,-1.26474521471882,-1.3516674890597171,0.1738445486817941,0.25,0.7481173432925879,52.9734,52.9734
000060.XSHE,19.8558,1.6436,0.8944,189.2081,1.8410482355401416,0.21331129630728848,3.2022544074473975,0.863225037644695,12.55,6.45,76.42,11.67,-14.38,-27.78,-15.56,49.84059860485247,4.19816257704385,55.00000000000001,-0.06220802402613934,-0.12664758802701034,0.128879128001742,0.21999999999999975,1.50695916033314,172.7021,172.7728
000061.XSHE,104.4951,1.9016,3.9671,-37.997,2.856552957695343,0.7443329389965536,4.201267260781106,1.946786271023477,34.06,10.25,76.14,456.68,15.92,111.67,286.02,46.147185802925364,-1.4498073040925052,60.0,-0.13583752512887326,-0.11657363628025515,-0.038527777697236226,0.17999999999999972,0.6169499235002207,94.6045,94.6906
000066.XSHE,32.356,4.5598,2.8716,129.9668,2.3126560308065476,0.34761794120756245,2.5631092960592943,0.7077159201789921,20.82,3.01,-78.53,794.11,-0.49,-58.57,-66.45,52.39027981271093,2.934051144010796,50.0,0.3199287735795675,0.2573701229564474,0.1251173012462402,0.3000000000000007,3.062017424635804,243.5922,287.157
000078.XSHE,27.0582,1.6535,0.2685,-21.2324,4.997803320493599,0.4985671094868163,14.012586229566105,0.8724383087243663,11.73,1.92,94.22,24.08,14.58,-1.65,-6.69,41.71046545340008,-4.513241327862775,40.0,-0.12988900507008827,-0.10400837862324672,-0.05176125289368311,0.10000000000000009,0.8950264207665093,71.6669,106.6357
000089.XSHE,25.3293,1.4655,4.7235,37.6006,1.1569591015088554,0.00040137508110792136,2.3701683054354703,0.4310892228199634,28.66,19.21,98.22,15.57,7.67,9.03,9.05,41.048231445442596,-3.0893926935275653,40.0,-0.24168521390386388,-0.204238850586695,-0.07489272663433777,0.08999999999999986,0.21348966720959767,173.0849,173.0849
000090.XSHE,11.8647,1.3307,0.8896,7.3125,3.59806354570054,0.9527222953403193,2.757230822717549,0.5217090789086539,21.14,4.74,93.27,-11.57,34.05,29.14,19.89,44.497843176798156,-1.6733687897263108,35.0,-0.10220161196812061,-0.07385518131319203,-0.05669286130985715,0.06000000000000005,0.26311438294239947,93.8525,93.8585
